vin,production_date,assembly_plant,fuel_pump_supplier,engine_series,model_year
1FAHP3XSIWI641686,2024-02-03,MAP,Supplier_Beta,V8_Coyote,2023
1FAHP3MJNVH783769,2024-10-04,MAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3RKFHQ331465,2023-12-04,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3WMPBX665535,2023-08-14,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3JCCOM425979,2023-04-03,OHAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3NJSAV521103,2024-09-05,MAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3NVINN147705,2023-07-30,DTP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3UJSSQ884879,2024-09-22,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3KDSMY069804,2023-05-31,MAP,Gamma_Tech,I4_Hybrid,2025
1FAHP3YQRQQ940701,2024-01-04,MAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3YGTGU510463,2024-05-23,DTP,Gamma_Tech,V8_Coyote,2025
1FAHP3GDJTB798123,2023-12-01,OHAP,Gamma_Tech,I4_Hybrid,2025
1FAHP3ZVKBW038457,2023-04-05,OHAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3ZDOQY554384,2024-03-23,OHAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3ZQIFU084325,2023-07-20,MAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3KJBTM689363,2023-04-04,MAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3LIRZM578232,2024-07-14,MAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3PKKUE248262,2024-05-11,KCAP,Gamma_Tech,V8_Coyote,2024
1FAHP3UBWUA881252,2024-10-01,DTP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3GILBW647423,2024-08-25,MAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3OMOOR994999,2024-09-14,DTP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3METPX051728,2024-06-10,DTP,Supplier_Beta,V8_Coyote,2025
1FAHP3MOCAW267722,2023-01-07,OHAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3ELCNF046333,2024-03-21,KCAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3MVYUU573660,2023-08-17,MAP,Gamma_Tech,I4_Hybrid,2025
1FAHP3PTYCH699988,2023-08-08,OHAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3IZVCJ177038,2024-01-06,OHAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3ZTXSD680347,2024-05-29,MAP,Gamma_Tech,V8_Coyote,2025
1FAHP3JDPCF264908,2023-03-17,DTP,Gamma_Tech,V8_Coyote,2024
1FAHP3ZAUCB812982,2023-07-12,OHAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3QUSPT279371,2024-09-30,DTP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3FHTYU211175,2024-06-12,KCAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3CXKVK892686,2024-03-01,DTP,Supplier_Beta,I4_Hybrid,2024
1FAHP3TTUXC222206,2023-12-18,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3NWQAD421230,2024-04-15,DTP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3PNLQE778097,2024-09-15,OHAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3APJRN767199,2023-05-28,OHAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3PWCJC830220,2023-12-31,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3GALKR994510,2023-07-26,MAP,Supplier_Beta,V8_Coyote,2023
1FAHP3DVLXC499982,2024-06-10,KCAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3WBJES145561,2023-09-30,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3AHNSN721458,2023-01-26,DTP,Supplier_Beta,V8_Coyote,2025
1FAHP3EUSMY901981,2024-09-01,DTP,Supplier_Alpha,V8_Coyote,2023
1FAHP3KNWIN469548,2023-08-27,KCAP,Gamma_Tech,V8_Coyote,2024
1FAHP3NOTSM978772,2023-04-09,OHAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3ZNAAC010713,2024-09-15,DTP,Supplier_Beta,I4_Hybrid,2024
1FAHP3SSQYE558303,2024-06-20,MAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3HRVVZ448850,2023-05-24,DTP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3VREEZ990235,2024-09-30,DTP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3VDYAV027278,2024-07-03,MAP,Supplier_Beta,V8_Coyote,2023
1FAHP3IBNKR084958,2024-12-06,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3VYOIK551240,2024-09-01,MAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3YWTTU996291,2023-06-04,KCAP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3XCTNH046173,2024-06-08,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3FCGBZ421503,2024-07-05,KCAP,Supplier_Beta,V8_Coyote,2023
1FAHP3UHTXU782357,2023-01-21,MAP,Gamma_Tech,V8_Coyote,2023
1FAHP3DYTHH218230,2024-11-28,KCAP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3DCGHX040915,2024-10-14,OHAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3MMSRI409435,2024-08-05,MAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3RHANJ571422,2023-04-30,OHAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3URJTZ813858,2024-10-07,KCAP,Supplier_Beta,V8_Coyote,2025
1FAHP3NVICD493214,2023-12-25,DTP,Supplier_Beta,I4_Hybrid,2025
1FAHP3DFBZL207016,2024-06-28,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3VMTWQ997954,2023-10-12,OHAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3ZSDGD817921,2023-08-01,OHAP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3NQXZL477332,2024-09-05,MAP,Gamma_Tech,V8_Coyote,2024
1FAHP3EHWED557701,2024-05-07,DTP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3GGZTY245992,2024-11-19,MAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3DZLAP158148,2024-10-01,OHAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3EVNSL938276,2023-04-14,KCAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3LQQEV669583,2022-12-28,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3UJGCL971997,2024-02-10,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3XYUFP461919,2023-10-12,KCAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3WJQJC013290,2023-08-31,DTP,Gamma_Tech,V8_Coyote,2023
1FAHP3MNRUT846997,2023-11-05,MAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3ANGZI946519,2024-05-21,KCAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3TJWHS405800,2023-12-14,OHAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3TYZYB036965,2023-09-08,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3JYXAJ832723,2024-07-22,DTP,Gamma_Tech,I4_Hybrid,2023
1FAHP3JUFQB422010,2023-10-11,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3BNLDG212679,2023-10-11,DTP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3LBMAK687653,2023-02-05,MAP,Supplier_Beta,V8_Coyote,2023
1FAHP3KXCCK738468,2024-01-25,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3JUUHW751971,2024-06-28,MAP,Supplier_Beta,V8_Coyote,2024
1FAHP3FPEOV478189,2023-07-19,MAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3VIXAE189490,2023-07-19,DTP,Supplier_Beta,I4_Hybrid,2025
1FAHP3WZSSK787956,2024-06-04,DTP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3OELKK094940,2024-11-27,MAP,Gamma_Tech,V8_Coyote,2023
1FAHP3FIGEY049047,2023-05-12,KCAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3QAVHM442944,2024-06-08,OHAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3QYSPF292752,2024-10-07,MAP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3MJFWA280512,2024-02-10,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3UWDPQ637239,2023-10-13,DTP,Gamma_Tech,V8_Coyote,2025
1FAHP3TEVWI102767,2023-02-25,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3HBASZ366742,2023-03-23,KCAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3IOWBN765801,2023-08-20,OHAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3PLZDX454414,2024-07-18,DTP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3UJARA393852,2024-08-17,DTP,Supplier_Alpha,V8_Coyote,2023
1FAHP3RCWOU106181,2024-03-06,DTP,Supplier_Beta,V8_Coyote,2023
1FAHP3FDMQN443009,2024-10-14,KCAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3YQWPK911192,2024-08-28,MAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3QEODR212447,2023-01-23,DTP,Supplier_Alpha,V8_Coyote,2023
1FAHP3XDYYV654214,2024-10-02,MAP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3FMNZL044271,2024-12-06,OHAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3NPGCT712863,2024-06-15,DTP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3UQXCB410119,2023-08-05,DTP,Supplier_Beta,I4_Hybrid,2024
1FAHP3JSVZK720064,2023-12-02,OHAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3UXZYE087766,2024-05-03,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3KIWVR830671,2023-04-18,MAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3VFDWX460158,2024-03-04,KCAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3QMTSY432806,2023-03-28,MAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3ICMBU157173,2023-11-20,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3PTFIZ937618,2024-06-04,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3YUCZH700505,2023-12-21,MAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3OECVJ387829,2023-07-26,MAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3SPIAL707903,2024-11-07,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3LEGHF041792,2023-04-03,MAP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3VZVRZ993136,2023-05-23,OHAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3YNWCL519825,2023-05-30,DTP,Supplier_Beta,V8_Coyote,2023
1FAHP3WAKSX251142,2024-08-27,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3IGYON827390,2024-07-15,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3ALFTP620710,2023-05-12,MAP,Supplier_Beta,V8_Coyote,2024
1FAHP3JORHC946723,2024-07-05,MAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3LTFNF632909,2024-04-30,OHAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3MHHGN456083,2022-12-19,MAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3RDMHY588373,2023-09-19,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3DPXSN277220,2024-06-27,MAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3GVDIL645970,2024-10-06,DTP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3PUCLL207811,2024-03-03,OHAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3UOGPV563531,2023-03-01,MAP,Supplier_Beta,V8_Coyote,2023
1FAHP3LFDBJ636317,2024-05-21,KCAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3IDUMO397265,2024-08-13,KCAP,Supplier_Beta,V8_Coyote,2023
1FAHP3SKDRI543520,2024-10-08,KCAP,Supplier_Beta,V8_Coyote,2023
1FAHP3OSMKY177625,2023-04-05,OHAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3AHFNL929831,2023-09-30,OHAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3PUBLO774063,2023-11-08,KCAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3CEUXG929060,2024-05-22,MAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3CFPFJ068671,2024-09-25,OHAP,Gamma_Tech,V8_Coyote,2025
1FAHP3PPFBE063254,2023-04-21,KCAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3DDXIT427990,2024-11-30,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3YSVHC625701,2023-01-24,MAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3YNYRF464989,2023-02-24,DTP,Supplier_Beta,I4_Hybrid,2024
1FAHP3HYXDN950850,2023-09-14,OHAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3JTXNI055281,2023-12-15,MAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3SNWVW538179,2023-04-30,KCAP,Supplier_Beta,V8_Coyote,2025
1FAHP3RDEXW355486,2023-01-21,KCAP,Gamma_Tech,V8_Coyote,2025
1FAHP3TIRIS778817,2023-03-13,MAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3FFZLS795137,2024-01-16,OHAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3FJNHO112412,2024-04-29,DTP,Supplier_Beta,V8_Coyote,2023
1FAHP3WACVP046827,2023-08-31,DTP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3HPVAL043103,2024-03-16,KCAP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3CDTKI557988,2023-11-13,OHAP,Supplier_Beta,V8_Coyote,2024
1FAHP3SXDJW424375,2023-04-06,DTP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3SLLTS472928,2024-04-11,OHAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3KICQX223105,2024-06-25,OHAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3JXCIK238055,2023-10-21,KCAP,Gamma_Tech,V8_Coyote,2024
1FAHP3XJDUJ841067,2023-06-20,DTP,Supplier_Beta,V8_Coyote,2024
1FAHP3SWKQJ088547,2023-01-07,MAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3IRJHT975170,2023-03-14,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3FUDMP069375,2023-06-17,DTP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3BFICR398343,2023-10-16,DTP,Supplier_Alpha,V8_Coyote,2024
1FAHP3MMGDQ186375,2023-12-26,DTP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3XASWW562656,2023-08-04,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3VAZCS478137,2024-05-29,DTP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3FJNTE266299,2024-03-19,OHAP,Supplier_Beta,V8_Coyote,2024
1FAHP3AAORA851961,2023-04-24,KCAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3LYSJF287923,2024-05-02,OHAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3VDOBY049478,2024-07-12,MAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3PQSAL024471,2023-09-29,DTP,Supplier_Beta,I4_Hybrid,2025
1FAHP3EMVXL730147,2024-08-05,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3XGUKB796471,2024-06-01,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3DSIWK429025,2024-08-20,KCAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3SSHOE045650,2024-05-15,OHAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3IUURZ832192,2024-05-06,KCAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3WJAIH445189,2023-02-19,MAP,Supplier_Beta,V8_Coyote,2023
1FAHP3GNJGO457652,2024-08-07,MAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3SWZHA389888,2023-12-07,KCAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3WTSXI711207,2024-10-13,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3BVHOI798524,2024-09-07,KCAP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3FBSWY234232,2024-04-30,KCAP,Supplier_Beta,V8_Coyote,2025
1FAHP3MGCYQ110760,2023-10-04,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3CETQA890714,2023-07-13,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3LQWBF119393,2024-04-16,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3GXUNP249552,2024-05-02,KCAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3HNTMS891190,2023-11-22,MAP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3TEXSL280138,2023-09-23,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3BNGOA271256,2022-12-21,OHAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3IFWXT151718,2023-03-15,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3HYSDM480157,2023-03-12,OHAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3BMEZE473864,2023-02-14,MAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3CHQRF520716,2023-03-16,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3VKEXM126691,2023-12-26,DTP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3BUFRW539613,2024-04-23,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3QMZFG994657,2024-05-14,OHAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3FFOOI427114,2024-11-16,MAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3LYMRU010170,2024-01-11,MAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3QWHXF249911,2023-06-04,OHAP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3QIVZI734778,2022-12-29,DTP,Supplier_Alpha,V8_Coyote,2023
1FAHP3CUYCD800616,2024-03-11,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3FBITT002842,2024-03-01,KCAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3RIKEE671978,2024-02-29,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3FLYNR828064,2023-12-19,KCAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3CIXWZ545009,2023-07-12,OHAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3WWAWD905616,2024-06-02,KCAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3SETHV333491,2024-07-12,OHAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3QBKGA208507,2023-02-23,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3YKYUK407905,2024-08-19,OHAP,Supplier_Beta,V8_Coyote,2025
1FAHP3GZWQV171357,2024-03-16,KCAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3FOYEI294563,2023-05-01,DTP,Gamma_Tech,I4_Hybrid,2025
1FAHP3ZZONV344049,2023-10-06,KCAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3EKZHE191954,2023-12-23,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3ZTBQI635148,2024-04-25,DTP,Supplier_Beta,V8_Coyote,2023
1FAHP3GDQWJ536649,2024-06-09,MAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3NQVDR208297,2023-11-13,MAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3MXDJP896908,2023-07-31,KCAP,Gamma_Tech,V8_Coyote,2023
1FAHP3ONARS246651,2024-02-28,DTP,Supplier_Alpha,V8_Coyote,2024
1FAHP3HJMBP249363,2023-03-19,KCAP,Gamma_Tech,V8_Coyote,2025
1FAHP3PCMKR477866,2023-02-27,OHAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3PCUFY204482,2023-08-21,OHAP,Gamma_Tech,V8_Coyote,2023
1FAHP3EAXQQ001594,2023-01-30,KCAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3VGHHQ162319,2024-06-18,MAP,Gamma_Tech,V8_Coyote,2023
1FAHP3MHXZU984713,2024-11-16,MAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3JGLNR596363,2024-10-11,KCAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3IXSHU764907,2024-08-20,KCAP,Supplier_Beta,V8_Coyote,2023
1FAHP3XETXT867342,2024-02-02,OHAP,Supplier_Beta,V8_Coyote,2025
1FAHP3JYTOS090034,2023-05-04,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3AZQTF518376,2023-10-22,KCAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3ZXPAY343275,2024-09-03,OHAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3VTBGK041776,2024-06-08,MAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3UJVUD481569,2022-12-27,DTP,Gamma_Tech,I4_Hybrid,2025
1FAHP3ZMOTU002720,2023-10-13,OHAP,Supplier_Alpha,V6_EcoBoost,2023
1FAHP3TXPWI911238,2024-02-16,MAP,Gamma_Tech,I4_Hybrid,2024
1FAHP3QLRLU965772,2024-09-06,MAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3ZYKOB431652,2024-02-01,OHAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3MQSKD089317,2024-08-11,DTP,Supplier_Beta,V8_Coyote,2024
1FAHP3FXKKH696942,2024-09-02,OHAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3OTNMY086771,2024-01-27,MAP,Supplier_Beta,V8_Coyote,2023
1FAHP3NMNSU447626,2023-12-26,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3SQPNC362620,2023-01-30,KCAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3EIUSZ359710,2024-01-19,OHAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3GJDDV366941,2024-09-22,MAP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3AQGNY375990,2024-03-10,KCAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3LLQKG465280,2024-02-03,MAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3THBJQ757215,2024-06-18,OHAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3VXBSQ150274,2024-09-08,KCAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3UVFWJ948562,2024-08-16,MAP,Supplier_Alpha,V8_Coyote,2025
1FAHP3OLCEQ870320,2024-05-01,KCAP,Supplier_Alpha,V8_Coyote,2023
1FAHP3CWTJF276170,2023-03-18,OHAP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3FNSLK771215,2024-07-19,MAP,Supplier_Beta,V6_EcoBoost,2025
1FAHP3AHXKL849939,2024-07-18,KCAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3BSRRH613715,2023-05-22,OHAP,Supplier_Beta,V8_Coyote,2023
1FAHP3BFDTQ659152,2024-05-06,KCAP,Supplier_Beta,V8_Coyote,2025
1FAHP3CPNCU774905,2024-11-08,KCAP,Supplier_Beta,I4_Hybrid,2025
1FAHP3ZDVEJ923045,2023-03-13,DTP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3PXZFB961642,2023-05-01,DTP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3HTFZB326642,2024-10-11,OHAP,Gamma_Tech,V8_Coyote,2023
1FAHP3GMFCY492515,2024-03-21,DTP,Supplier_Alpha,V8_Coyote,2023
1FAHP3WBZXN749961,2024-06-03,OHAP,Gamma_Tech,V6_EcoBoost,2025
1FAHP3VDROP266108,2023-04-30,DTP,Supplier_Beta,I4_Hybrid,2024
1FAHP3DBFZE278814,2022-12-16,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3BSKDJ422438,2024-02-15,OHAP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3AGDQU108186,2023-11-24,OHAP,Supplier_Beta,V8_Coyote,2025
1FAHP3XGBHV945491,2024-08-24,KCAP,Gamma_Tech,I4_Hybrid,2025
1FAHP3ATTUL722601,2023-08-13,OHAP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3NLFVM779452,2023-03-17,OHAP,Supplier_Beta,V8_Coyote,2024
1FAHP3ZHAKP416800,2023-01-11,DTP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3NNXSR776974,2023-03-22,OHAP,Supplier_Beta,V8_Coyote,2024
1FAHP3MHBSM641220,2024-03-02,MAP,Gamma_Tech,I4_Hybrid,2023
1FAHP3OYIMF037236,2023-05-21,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3HKJVS472760,2024-05-01,DTP,Supplier_Beta,V6_EcoBoost,2023
1FAHP3PMSKZ777079,2023-04-16,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3FVLMU050166,2023-02-18,MAP,Supplier_Beta,V8_Coyote,2025
1FAHP3GLUNR840767,2024-02-21,KCAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3KUJER730806,2023-06-29,KCAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3CSBBK671795,2024-10-03,DTP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3GOLRV437573,2024-07-18,OHAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3RPVXY972466,2023-01-08,DTP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3QEILM729341,2023-02-15,KCAP,Gamma_Tech,V8_Coyote,2024
1FAHP3TPNJD297167,2023-03-18,MAP,Supplier_Alpha,V6_EcoBoost,2025
1FAHP3GCZEV054522,2024-01-09,DTP,Gamma_Tech,V6_EcoBoost,2023
1FAHP3OFQVY619318,2023-07-31,KCAP,Supplier_Beta,V6_EcoBoost,2024
1FAHP3MQGTD508428,2023-09-20,DTP,Supplier_Alpha,I4_Hybrid,2023
1FAHP3YGJCG771199,2024-02-07,OHAP,Gamma_Tech,V6_EcoBoost,2024
1FAHP3USTCW121352,2023-04-24,DTP,Supplier_Beta,I4_Hybrid,2023
1FAHP3IHMCA871255,2023-11-05,DTP,Supplier_Beta,I4_Hybrid,2024
1FAHP3KFRXT037548,2024-05-06,KCAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3YOIZB653286,2022-12-12,KCAP,Supplier_Beta,V8_Coyote,2024
1FAHP3CJXAT667850,2023-06-22,KCAP,Supplier_Alpha,V8_Coyote,2024
1FAHP3XKBDZ811556,2023-08-02,DTP,Supplier_Alpha,V8_Coyote,2024
1FAHP3AZRSJ029084,2023-01-16,OHAP,Gamma_Tech,V8_Coyote,2024
1FAHP3NJSZC455048,2024-01-19,MAP,Supplier_Alpha,I4_Hybrid,2024
1FAHP3ZYPZX389975,2024-11-13,MAP,Supplier_Beta,I4_Hybrid,2024
1FAHP3YUUVI341085,2024-08-11,KCAP,Supplier_Alpha,V6_EcoBoost,2024
1FAHP3JTHVW884318,2023-07-27,KCAP,Supplier_Beta,I4_Hybrid,2023
1FAHP3PXTUB200894,2024-05-06,DTP,Supplier_Alpha,I4_Hybrid,2025
1FAHP3WHDWP810548,2024-01-30,MAP,Gamma_Tech,V8_Coyote,2024
1FAHP3VPZVL174907,2023-11-22,KCAP,Supplier_Beta,I4_Hybrid,2025
